admissionid,patientid,doctorid,hospitalid,admissiondate,dischargedate,diagnosis,department,admissiondays,stay_category
ADM-014940,440-89-7224,DR-0306,HOSP-003,2022-10-28,2022-10-29,Arrhythmia,Cardiology,1,Short Treatment
ADM-014941,481-63-2922,DR-0197,HOSP-005,2022-01-25,2022-02-18,Alzheimers,Neurology,24,Long Treatment
ADM-014942,128-95-3935,DR-0311,HOSP-003,2023-05-19,2023-05-30,Leukemia,Oncology,11,Medium Treatment
ADM-014943,290-47-1613,DR-0143,HOSP-004,2023-09-26,2023-10-20,Tonsillitis,Pediatrics,24,Long Treatment
ADM-014944,829-55-2960,DR-0313,HOSP-005,2024-02-06,2024-02-10,PCOS,Gynecology,4,Short Treatment
ADM-014945,744-58-8155,DR-0159,HOSP-006,2022-12-06,2022-12-17,Pneumonia,General Medicine,11,Medium Treatment
ADM-014946,551-65-7414,DR-0069,HOSP-009,2023-11-01,2023-11-11,Tonsillitis,Pediatrics,10,Medium Treatment
ADM-014947,958-36-7402,DR-0014,HOSP-008,2024-04-17,2024-04-18,Schizophrenia,Psychiatry,1,Short Treatment
ADM-014948,234-38-5214,DR-0278,HOSP-006,2023-05-16,2023-05-29,Food Poisoning,General Medicine,13,Medium Treatment
ADM-014949,572-80-6740,DR-0253,HOSP-010,2022-08-13,2022-09-01,Depression,Psychiatry,19,Long Treatment
ADM-014950,342-48-3347,DR-0303,HOSP-002,2023-01-03,2023-01-26,Ligament Tear,Orthopedics,23,Long Treatment
ADM-014951,809-40-8291,DR-0339,HOSP-007,2022-12-24,2022-12-29,Parkinsons,Neurology,5,Medium Treatment
ADM-014952,556-79-9819,DR-0106,HOSP-001,2022-12-07,2022-12-13,Ligament Tear,Orthopedics,6,Medium Treatment
ADM-014953,421-82-1390,DR-0234,HOSP-007,2022-07-19,2022-07-31,Fracture,Orthopedics,12,Medium Treatment
ADM-014954,339-79-8101,DR-0128,HOSP-009,2022-10-12,2022-10-19,Pneumonia,General Medicine,7,Medium Treatment
ADM-014955,960-75-9958,DR-0298,HOSP-003,2022-05-16,2022-05-17,Lymphoma,Oncology,1,Short Treatment
ADM-014956,843-31-9547,DR-0248,HOSP-005,2022-12-24,2023-01-08,Bronchitis,Pediatrics,15,Long Treatment
ADM-014957,104-13-6593,DR-0317,HOSP-007,2023-02-08,2023-02-21,Stroke,Neurology,13,Medium Treatment
ADM-014958,667-21-6261,DR-0133,HOSP-006,2022-09-09,2022-09-10,Migraine,Neurology,1,Short Treatment
ADM-014959,523-42-8847,DR-0024,HOSP-009,2022-01-18,2022-02-01,Depression,Psychiatry,14,Medium Treatment
ADM-014960,687-44-8705,DR-0048,HOSP-002,2022-04-19,2022-05-08,Pneumonia,General Medicine,19,Long Treatment
ADM-014961,410-15-7573,DR-0271,HOSP-010,2023-01-30,2023-02-14,Bronchitis,Pediatrics,15,Long Treatment
ADM-014962,309-49-9310,DR-0284,HOSP-005,2022-07-18,2022-07-21,Dengue,General Medicine,3,Short Treatment
ADM-014963,396-21-3075,DR-0250,HOSP-008,2023-07-18,2023-07-27,Migraine,Neurology,9,Medium Treatment
ADM-014964,162-24-7488,DR-0161,HOSP-006,2024-03-09,2024-03-14,Schizophrenia,Psychiatry,5,Medium Treatment
ADM-014965,132-32-1489,DR-0100,HOSP-006,2023-05-21,2023-06-08,Parkinsons,Neurology,18,Long Treatment
ADM-014966,904-13-8947,DR-0303,HOSP-002,2022-07-22,2022-07-24,Ligament Tear,Orthopedics,2,Short Treatment
ADM-014967,410-88-9422,DR-0341,HOSP-001,2023-07-31,2023-08-22,Chickenpox,Pediatrics,22,Long Treatment
ADM-014968,961-39-8652,DR-0194,HOSP-002,2023-09-23,2023-09-24,Measles,Pediatrics,1,Short Treatment
ADM-014969,407-66-6257,DR-0054,HOSP-007,2024-02-05,2024-02-17,Pneumonia,General Medicine,12,Medium Treatment
ADM-014970,258-62-3054,DR-0129,HOSP-001,2023-11-12,2023-11-19,Fracture,Orthopedics,7,Medium Treatment
ADM-014971,862-74-9822,DR-0013,HOSP-010,2022-06-10,2022-06-28,Epilepsy,Neurology,18,Long Treatment
ADM-014972,353-94-7960,DR-0336,HOSP-008,2023-12-14,2024-01-01,Migraine,Neurology,18,Long Treatment
ADM-014973,629-22-7000,DR-0101,HOSP-002,2023-08-30,2023-09-08,Arthritis,Orthopedics,9,Medium Treatment
ADM-014974,316-82-6155,DR-0207,HOSP-010,2024-05-30,2024-06-17,Eczema,Dermatology,18,Long Treatment
ADM-014975,565-86-6896,DR-0231,HOSP-001,2022-01-15,2022-01-21,Measles,Pediatrics,6,Medium Treatment
ADM-014976,630-28-8247,DR-0300,HOSP-004,2022-04-09,2022-05-02,Migraine,Neurology,23,Long Treatment
ADM-014977,611-16-8646,DR-0340,HOSP-006,2023-02-19,2023-03-15,Asthma,Pediatrics,24,Long Treatment
ADM-014978,138-81-1981,DR-0127,HOSP-005,2022-08-02,2022-08-13,Schizophrenia,Psychiatry,11,Medium Treatment
ADM-014979,361-46-7343,DR-0310,HOSP-005,2022-07-05,2022-07-16,Parkinsons,Neurology,11,Medium Treatment
ADM-014980,809-39-8643,DR-0334,HOSP-008,2023-01-03,2023-01-25,Breast Cancer,Oncology,22,Long Treatment
ADM-014981,213-38-2887,DR-0195,HOSP-008,2023-06-08,2023-06-10,Fracture,Orthopedics,2,Short Treatment
ADM-014982,195-63-6496,DR-0335,HOSP-007,2022-07-13,2022-07-18,Bipolar Disorder,Psychiatry,5,Medium Treatment
ADM-014983,984-90-6179,DR-0256,HOSP-006,2022-10-07,2022-10-17,Bipolar Disorder,Psychiatry,10,Medium Treatment
ADM-014984,409-58-4270,DR-0177,HOSP-008,2022-08-09,2022-08-28,Spinal Disc Herniation,Orthopedics,19,Long Treatment
ADM-014985,488-86-8695,DR-0070,HOSP-002,2023-05-08,2023-05-09,PCOS,Gynecology,1,Short Treatment
ADM-014986,129-53-6150,DR-0137,HOSP-010,2023-11-02,2023-11-12,Bipolar Disorder,Psychiatry,10,Medium Treatment
ADM-014987,864-74-9055,DR-0171,HOSP-008,2023-10-07,2023-10-30,Hypertension,Cardiology,23,Long Treatment
ADM-014988,718-63-6978,DR-0237,HOSP-003,2022-08-05,2022-08-09,Anxiety Disorder,Psychiatry,4,Short Treatment
ADM-014989,211-10-7888,DR-0192,HOSP-002,2023-12-13,2024-01-04,Spinal Disc Herniation,Orthopedics,22,Long Treatment
ADM-014990,389-85-3022,DR-0237,HOSP-003,2023-01-18,2023-01-24,Bipolar Disorder,Psychiatry,6,Medium Treatment
ADM-014991,112-96-2445,DR-0095,HOSP-007,2023-09-07,2023-09-27,Chickenpox,Pediatrics,20,Long Treatment
ADM-014992,485-96-5600,DR-0253,HOSP-010,2023-01-27,2023-02-09,Anxiety Disorder,Psychiatry,13,Medium Treatment
ADM-014993,783-79-5861,DR-0293,HOSP-003,2022-12-20,2022-12-30,Eczema,Dermatology,10,Medium Treatment
ADM-014994,565-85-3161,DR-0282,HOSP-010,2022-04-29,2022-05-20,Eczema,Dermatology,21,Long Treatment
ADM-014995,884-23-7061,DR-0086,HOSP-007,2022-08-21,2022-09-14,Depression,Psychiatry,24,Long Treatment
ADM-014996,705-80-3719,DR-0036,HOSP-002,2023-04-13,2023-05-05,Hypertension,Cardiology,22,Long Treatment
ADM-014997,623-19-2015,DR-0046,HOSP-010,2023-11-02,2023-11-19,Lymphoma,Oncology,17,Long Treatment
ADM-014998,286-30-1351,DR-0320,HOSP-002,2022-01-30,2022-02-09,Pregnancy,Gynecology,10,Medium Treatment
ADM-014999,358-79-2508,DR-0202,HOSP-005,2024-03-17,2024-04-03,Ligament Tear,Orthopedics,17,Long Treatment
ADM-015000,611-19-7979,DR-0256,HOSP-006,2024-01-21,2024-02-05,Bipolar Disorder,Psychiatry,15,Long Treatment
ADM-015001,197-77-6716,DR-0113,HOSP-002,2022-09-09,2022-09-10,Lymphoma,Oncology,1,Short Treatment
ADM-015002,310-24-4118,DR-0010,HOSP-007,2023-05-28,2023-05-31,Parkinsons,Neurology,3,Short Treatment
ADM-015003,219-21-3990,DR-0249,HOSP-007,2022-01-28,2022-02-10,Pneumonia,General Medicine,13,Medium Treatment
ADM-015004,817-70-1260,DR-0031,HOSP-002,2023-08-24,2023-09-08,Arthritis,Orthopedics,15,Long Treatment
ADM-015005,318-36-6026,DR-0082,HOSP-005,2022-08-12,2022-09-02,Depression,Psychiatry,21,Long Treatment
ADM-015006,145-15-8711,DR-0314,HOSP-003,2022-11-05,2022-11-27,Arrhythmia,Cardiology,22,Long Treatment
ADM-015007,393-46-8456,DR-0284,HOSP-005,2022-11-21,2022-12-13,Dengue,General Medicine,22,Long Treatment
ADM-015008,829-51-7240,DR-0256,HOSP-006,2023-04-07,2023-04-14,Anxiety Disorder,Psychiatry,7,Medium Treatment
ADM-015009,174-10-8989,DR-0211,HOSP-007,2022-12-21,2023-01-14,Depression,Psychiatry,24,Long Treatment
ADM-015010,595-39-2309,DR-0185,HOSP-004,2022-03-24,2022-04-04,Measles,Pediatrics,11,Medium Treatment
ADM-015011,452-17-8046,DR-0077,HOSP-002,2024-03-31,2024-04-05,Hypertension,Cardiology,5,Medium Treatment
ADM-015012,777-92-6646,DR-0036,HOSP-002,2022-04-01,2022-04-13,Myocardial Infarction,Cardiology,12,Medium Treatment
ADM-015013,296-78-7196,DR-0063,HOSP-002,2023-04-02,2023-04-22,Chickenpox,Pediatrics,20,Long Treatment
ADM-015014,769-29-6993,DR-0070,HOSP-002,2023-10-17,2023-10-28,Endometriosis,Gynecology,11,Medium Treatment
ADM-015015,275-38-1747,DR-0141,HOSP-007,2022-08-10,2022-08-11,Lung Cancer,Oncology,1,Short Treatment
ADM-015016,125-27-5341,DR-0115,HOSP-007,2022-06-16,2022-06-30,Lymphoma,Oncology,14,Medium Treatment
ADM-015017,780-14-7528,DR-0183,HOSP-002,2023-01-09,2023-01-30,Lung Cancer,Oncology,21,Long Treatment
ADM-015018,256-48-2241,DR-0050,HOSP-002,2024-02-07,2024-02-28,Arrhythmia,Cardiology,21,Long Treatment
ADM-015019,429-29-9905,DR-0340,HOSP-006,2023-11-05,2023-11-22,Asthma,Pediatrics,17,Long Treatment
ADM-015020,686-67-8375,DR-0052,HOSP-005,2024-02-14,2024-02-23,Schizophrenia,Psychiatry,9,Medium Treatment
ADM-015021,299-26-7464,DR-0303,HOSP-002,2024-02-26,2024-03-17,Arthritis,Orthopedics,20,Long Treatment
ADM-015022,410-78-6359,DR-0343,HOSP-010,2022-07-08,2022-07-26,Endometriosis,Gynecology,18,Long Treatment
ADM-015023,295-44-5717,DR-0106,HOSP-001,2022-12-14,2022-12-29,Fracture,Orthopedics,15,Long Treatment
ADM-015024,905-92-9519,DR-0078,HOSP-007,2023-06-13,2023-07-05,Eczema,Dermatology,22,Long Treatment
ADM-015025,238-49-7185,DR-0304,HOSP-005,2022-12-04,2022-12-11,Anxiety Disorder,Psychiatry,7,Medium Treatment
ADM-015026,542-61-5070,DR-0196,HOSP-005,2023-04-29,2023-05-23,Breast Cancer,Oncology,24,Long Treatment
ADM-015027,185-34-9689,DR-0334,HOSP-008,2023-10-26,2023-10-30,Lung Cancer,Oncology,4,Short Treatment
ADM-015028,505-65-8117,DR-0105,HOSP-003,2022-06-06,2022-06-12,Schizophrenia,Psychiatry,6,Medium Treatment
ADM-015029,876-57-5590,DR-0252,HOSP-003,2023-10-13,2023-11-02,Ovarian Cyst,Gynecology,20,Long Treatment
ADM-015030,290-41-3255,DR-0042,HOSP-009,2024-03-19,2024-03-30,Lymphoma,Oncology,11,Medium Treatment
ADM-015031,134-25-4946,DR-0220,HOSP-010,2022-10-06,2022-10-20,Leukemia,Oncology,14,Medium Treatment
ADM-015032,390-83-7601,DR-0031,HOSP-002,2022-01-14,2022-01-26,Ligament Tear,Orthopedics,12,Medium Treatment
ADM-015033,145-43-9010,DR-0326,HOSP-009,2024-05-15,2024-05-19,Hypertension,Cardiology,4,Short Treatment
ADM-015034,169-98-3970,DR-0237,HOSP-003,2022-04-01,2022-04-26,Depression,Psychiatry,25,Long Treatment
ADM-015035,574-96-5476,DR-0007,HOSP-003,2024-04-04,2024-04-13,Bipolar Disorder,Psychiatry,9,Medium Treatment
ADM-015036,994-89-4558,DR-0298,HOSP-003,2023-06-03,2023-06-22,Lymphoma,Oncology,19,Long Treatment
ADM-015037,919-48-4821,DR-0140,HOSP-003,2022-12-18,2023-01-02,Asthma,Pediatrics,15,Long Treatment
ADM-015038,450-75-7948,DR-0142,HOSP-010,2023-12-03,2023-12-12,Ligament Tear,Orthopedics,9,Medium Treatment
ADM-015039,354-54-2155,DR-0297,HOSP-001,2023-05-31,2023-06-09,Lymphoma,Oncology,9,Medium Treatment
ADM-015040,653-31-5016,DR-0043,HOSP-007,2022-07-05,2022-07-22,Lymphoma,Oncology,17,Long Treatment
ADM-015041,271-32-6947,DR-0286,HOSP-003,2022-08-17,2022-08-18,Pregnancy,Gynecology,1,Short Treatment
ADM-015042,389-82-8472,DR-0009,HOSP-005,2022-05-12,2022-06-05,Eczema,Dermatology,24,Long Treatment
ADM-015043,508-11-5861,DR-0334,HOSP-008,2023-08-27,2023-09-10,Lymphoma,Oncology,14,Medium Treatment
ADM-015044,867-68-5157,DR-0025,HOSP-003,2023-10-11,2023-10-19,Lymphoma,Oncology,8,Medium Treatment
ADM-015045,302-89-4507,DR-0131,HOSP-007,2022-05-06,2022-05-11,Alzheimers,Neurology,5,Medium Treatment
ADM-015046,507-16-4162,DR-0037,HOSP-004,2022-08-05,2022-08-21,Acne Vulgaris,Dermatology,16,Long Treatment
ADM-015047,796-71-9154,DR-0074,HOSP-003,2022-07-08,2022-07-24,Chickenpox,Pediatrics,16,Long Treatment
ADM-015048,527-68-8410,DR-0330,HOSP-006,2022-01-12,2022-02-02,Heart Failure,Cardiology,21,Long Treatment
ADM-015049,232-23-7284,DR-0188,HOSP-008,2022-10-27,2022-10-28,Tonsillitis,Pediatrics,1,Short Treatment
ADM-015050,696-35-8151,DR-0236,HOSP-003,2023-01-08,2023-01-09,Alzheimers,Neurology,1,Short Treatment
ADM-015051,755-94-8080,DR-0148,HOSP-008,2022-02-11,2022-02-28,Melanoma,Dermatology,17,Long Treatment
ADM-015052,810-23-6247,DR-0254,HOSP-009,2024-03-21,2024-03-24,Food Poisoning,General Medicine,3,Short Treatment
ADM-015053,872-86-5091,DR-0208,HOSP-003,2023-02-18,2023-03-05,Hypertension,Cardiology,15,Long Treatment
ADM-015054,427-55-9285,DR-0069,HOSP-009,2023-12-18,2023-12-21,Bronchitis,Pediatrics,3,Short Treatment
ADM-015055,217-27-6359,DR-0205,HOSP-005,2022-03-21,2022-03-22,Diabetes,General Medicine,1,Short Treatment
ADM-015056,237-63-8976,DR-0072,HOSP-001,2023-05-12,2023-06-02,Lymphoma,Oncology,21,Long Treatment
ADM-015057,595-27-7208,DR-0093,HOSP-006,2023-08-16,2023-09-03,Endometriosis,Gynecology,18,Long Treatment
ADM-015058,846-22-6258,DR-0288,HOSP-001,2022-09-05,2022-09-13,Ligament Tear,Orthopedics,8,Medium Treatment
ADM-015059,711-29-7539,DR-0108,HOSP-007,2022-04-03,2022-04-23,Migraine,Neurology,20,Long Treatment
ADM-015060,333-69-3842,DR-0152,HOSP-008,2023-12-03,2023-12-20,Heart Failure,Cardiology,17,Long Treatment
ADM-015061,167-42-6917,DR-0211,HOSP-007,2024-03-06,2024-03-08,Bipolar Disorder,Psychiatry,2,Short Treatment
ADM-015062,170-54-1964,DR-0025,HOSP-003,2023-07-17,2023-08-10,Lung Cancer,Oncology,24,Long Treatment
ADM-015063,788-23-7494,DR-0216,HOSP-001,2024-03-08,2024-03-25,Chickenpox,Pediatrics,17,Long Treatment
ADM-015064,180-69-3159,DR-0256,HOSP-006,2023-02-27,2023-03-14,Bipolar Disorder,Psychiatry,15,Long Treatment
ADM-015065,216-34-3385,DR-0020,HOSP-006,2023-12-19,2024-01-11,Eczema,Dermatology,23,Long Treatment
ADM-015066,614-54-7450,DR-0309,HOSP-002,2022-05-23,2022-06-16,Viral Fever,General Medicine,24,Long Treatment
ADM-015067,967-53-3998,DR-0113,HOSP-002,2024-03-28,2024-04-19,Lymphoma,Oncology,22,Long Treatment
ADM-015068,805-86-2796,DR-0256,HOSP-006,2023-08-11,2023-08-23,Bipolar Disorder,Psychiatry,12,Medium Treatment
ADM-015069,671-79-8334,DR-0103,HOSP-005,2022-01-17,2022-02-06,Arrhythmia,Cardiology,20,Long Treatment
ADM-015070,958-87-6253,DR-0021,HOSP-004,2022-06-12,2022-06-16,Hypertension,Cardiology,4,Short Treatment
ADM-015071,859-28-1265,DR-0285,HOSP-002,2022-04-26,2022-05-14,Asthma,Pediatrics,18,Long Treatment
ADM-015072,838-16-8871,DR-0201,HOSP-003,2023-11-23,2023-12-11,Hypertension,Cardiology,18,Long Treatment
ADM-015073,121-12-4747,DR-0318,HOSP-008,2022-08-23,2022-09-17,Ligament Tear,Orthopedics,25,Long Treatment
ADM-015074,881-53-3821,DR-0072,HOSP-001,2023-12-08,2023-12-28,Leukemia,Oncology,20,Long Treatment
ADM-015075,725-16-6159,DR-0162,HOSP-004,2022-04-07,2022-04-23,Spinal Disc Herniation,Orthopedics,16,Long Treatment
ADM-015076,797-49-5328,DR-0303,HOSP-002,2024-04-16,2024-04-17,Arthritis,Orthopedics,1,Short Treatment
ADM-015077,708-16-2771,DR-0042,HOSP-009,2023-10-01,2023-10-16,Lung Cancer,Oncology,15,Long Treatment
ADM-015078,857-63-4059,DR-0098,HOSP-001,2024-01-26,2024-02-01,Arthritis,Orthopedics,6,Medium Treatment
ADM-015079,906-79-4309,DR-0009,HOSP-005,2022-10-12,2022-10-18,Eczema,Dermatology,6,Medium Treatment
ADM-015080,786-88-9078,DR-0335,HOSP-007,2024-04-06,2024-04-17,Schizophrenia,Psychiatry,11,Medium Treatment
ADM-015081,252-47-9834,DR-0208,HOSP-003,2022-08-11,2022-08-29,Heart Failure,Cardiology,18,Long Treatment
ADM-015082,454-74-2147,DR-0350,HOSP-009,2022-01-19,2022-02-03,Chickenpox,Pediatrics,15,Long Treatment
ADM-015083,460-20-6967,DR-0229,HOSP-001,2024-03-21,2024-04-12,Arthritis,Orthopedics,22,Long Treatment
ADM-015084,642-36-1699,DR-0007,HOSP-003,2022-08-03,2022-08-17,Schizophrenia,Psychiatry,14,Medium Treatment
ADM-015085,669-73-1768,DR-0195,HOSP-008,2023-12-14,2023-12-29,Fracture,Orthopedics,15,Long Treatment
ADM-015086,500-55-9044,DR-0224,HOSP-002,2022-10-18,2022-11-01,Dengue,General Medicine,14,Medium Treatment
ADM-015087,640-74-6598,DR-0242,HOSP-009,2022-12-12,2022-12-26,Hypertension,Cardiology,14,Medium Treatment
ADM-015088,741-49-2517,DR-0237,HOSP-003,2023-09-08,2023-09-14,Anxiety Disorder,Psychiatry,6,Medium Treatment
ADM-015089,894-80-9043,DR-0104,HOSP-001,2023-03-14,2023-03-16,Schizophrenia,Psychiatry,2,Short Treatment
ADM-015090,608-91-2234,DR-0246,HOSP-007,2022-06-28,2022-07-02,Bronchitis,Pediatrics,4,Short Treatment
ADM-015091,375-80-5089,DR-0250,HOSP-008,2022-06-06,2022-06-18,Epilepsy,Neurology,12,Medium Treatment
ADM-015092,131-37-4051,DR-0184,HOSP-009,2024-01-25,2024-01-27,Leukemia,Oncology,2,Short Treatment
ADM-015093,979-97-1566,DR-0037,HOSP-004,2022-09-18,2022-10-06,Acne Vulgaris,Dermatology,18,Long Treatment
ADM-015094,526-95-2180,DR-0070,HOSP-002,2022-04-12,2022-04-17,PCOS,Gynecology,5,Medium Treatment
ADM-015095,373-24-5339,DR-0183,HOSP-002,2022-04-07,2022-04-15,Leukemia,Oncology,8,Medium Treatment
ADM-015096,825-57-2971,DR-0119,HOSP-003,2022-12-06,2022-12-13,Alzheimers,Neurology,7,Medium Treatment
ADM-015097,856-11-9907,DR-0138,HOSP-010,2022-05-13,2022-05-27,Heart Failure,Cardiology,14,Medium Treatment
ADM-015098,102-95-8029,DR-0231,HOSP-001,2023-03-25,2023-04-10,Asthma,Pediatrics,16,Long Treatment
ADM-015099,980-81-9842,DR-0297,HOSP-001,2023-11-23,2023-12-01,Breast Cancer,Oncology,8,Medium Treatment
ADM-015100,346-13-3091,DR-0179,HOSP-009,2022-07-30,2022-08-16,Tonsillitis,Pediatrics,17,Long Treatment
ADM-015101,401-58-2779,DR-0005,HOSP-010,2023-09-13,2023-09-15,Parkinsons,Neurology,2,Short Treatment
ADM-015102,270-36-8657,DR-0165,HOSP-007,2023-02-03,2023-02-28,Endometriosis,Gynecology,25,Long Treatment
ADM-015103,746-96-1462,DR-0057,HOSP-010,2023-08-11,2023-08-21,PCOS,Gynecology,10,Medium Treatment
ADM-015104,920-20-7955,DR-0248,HOSP-005,2023-09-05,2023-09-18,Chickenpox,Pediatrics,13,Medium Treatment
ADM-015105,583-31-9658,DR-0230,HOSP-010,2023-08-05,2023-08-10,Breast Cancer,Oncology,5,Medium Treatment
ADM-015106,611-19-7979,DR-0029,HOSP-001,2022-01-09,2022-01-20,Tonsillitis,Pediatrics,11,Medium Treatment
ADM-015107,948-77-5222,DR-0056,HOSP-007,2023-11-10,2023-11-12,Alzheimers,Neurology,2,Short Treatment
ADM-015108,272-83-8096,DR-0202,HOSP-005,2022-09-04,2022-09-18,Spinal Disc Herniation,Orthopedics,14,Medium Treatment
ADM-015109,251-55-7438,DR-0287,HOSP-007,2023-02-07,2023-02-10,Asthma,Pediatrics,3,Short Treatment
ADM-015110,411-95-7176,DR-0239,HOSP-003,2023-06-11,2023-07-02,Bronchitis,Pediatrics,21,Long Treatment
ADM-015111,504-41-3675,DR-0096,HOSP-005,2024-01-27,2024-02-21,Schizophrenia,Psychiatry,25,Long Treatment
ADM-015112,638-24-2041,DR-0246,HOSP-007,2022-02-21,2022-03-16,Bronchitis,Pediatrics,23,Long Treatment
ADM-015113,884-97-3727,DR-0180,HOSP-006,2023-12-10,2023-12-19,Coronary Artery Disease,Cardiology,9,Medium Treatment
ADM-015114,340-57-9404,DR-0269,HOSP-008,2023-08-24,2023-09-15,Viral Fever,General Medicine,22,Long Treatment
ADM-015115,279-34-2775,DR-0228,HOSP-003,2024-02-19,2024-02-23,Pneumonia,General Medicine,4,Short Treatment
ADM-015116,813-28-9131,DR-0029,HOSP-001,2024-04-30,2024-05-12,Chickenpox,Pediatrics,12,Medium Treatment
ADM-015117,787-26-3247,DR-0109,HOSP-001,2023-09-30,2023-10-01,Eczema,Dermatology,1,Short Treatment
ADM-015118,186-78-6249,DR-0087,HOSP-008,2022-12-30,2023-01-18,Parkinsons,Neurology,19,Long Treatment
ADM-015119,233-13-8712,DR-0186,HOSP-003,2024-05-30,2024-06-14,Lung Cancer,Oncology,15,Long Treatment
ADM-015120,997-98-7456,DR-0156,HOSP-009,2023-02-14,2023-02-24,Lung Cancer,Oncology,10,Medium Treatment
ADM-015121,541-71-5971,DR-0105,HOSP-003,2024-03-20,2024-03-31,Depression,Psychiatry,11,Medium Treatment
ADM-015122,407-32-3647,DR-0159,HOSP-006,2023-10-24,2023-11-09,Viral Fever,General Medicine,16,Long Treatment
ADM-015123,974-14-9226,DR-0175,HOSP-005,2024-01-24,2024-01-28,Coronary Artery Disease,Cardiology,4,Short Treatment
ADM-015124,970-34-4199,DR-0193,HOSP-010,2022-06-11,2022-07-06,Spinal Disc Herniation,Orthopedics,25,Long Treatment
ADM-015125,750-56-3664,DR-0030,HOSP-007,2022-01-03,2022-01-24,Measles,Pediatrics,21,Long Treatment
ADM-015126,992-13-9734,DR-0102,HOSP-006,2024-05-22,2024-05-24,Tonsillitis,Pediatrics,2,Short Treatment
ADM-015127,759-27-2734,DR-0310,HOSP-005,2023-03-08,2023-03-21,Stroke,Neurology,13,Medium Treatment
ADM-015128,852-48-5009,DR-0086,HOSP-007,2022-01-08,2022-01-28,Depression,Psychiatry,20,Long Treatment
ADM-015129,830-49-7537,DR-0320,HOSP-002,2024-01-21,2024-02-13,PCOS,Gynecology,23,Long Treatment
ADM-015130,474-52-5188,DR-0012,HOSP-001,2023-01-05,2023-01-07,Melanoma,Dermatology,2,Short Treatment
ADM-015131,502-18-4892,DR-0147,HOSP-010,2023-10-09,2023-10-30,Ovarian Cyst,Gynecology,21,Long Treatment
ADM-015132,143-27-4932,DR-0292,HOSP-005,2023-08-11,2023-09-02,Leukemia,Oncology,22,Long Treatment
ADM-015133,632-94-4639,DR-0115,HOSP-007,2024-03-16,2024-03-28,Leukemia,Oncology,12,Medium Treatment
ADM-015134,825-68-3523,DR-0142,HOSP-010,2022-11-06,2022-11-16,Arthritis,Orthopedics,10,Medium Treatment
ADM-015135,773-22-9419,DR-0132,HOSP-001,2022-03-31,2022-04-17,Pneumonia,General Medicine,17,Long Treatment
ADM-015136,120-40-4582,DR-0133,HOSP-006,2022-04-30,2022-05-05,Stroke,Neurology,5,Medium Treatment
ADM-015137,922-71-7775,DR-0298,HOSP-003,2022-09-13,2022-10-04,Lymphoma,Oncology,21,Long Treatment
ADM-015138,797-97-2998,DR-0316,HOSP-002,2024-04-28,2024-05-03,Alzheimers,Neurology,5,Medium Treatment
ADM-015139,956-65-2907,DR-0037,HOSP-004,2022-12-10,2023-01-04,Psoriasis,Dermatology,25,Long Treatment
ADM-015140,224-60-4123,DR-0031,HOSP-002,2022-07-31,2022-08-13,Spinal Disc Herniation,Orthopedics,13,Medium Treatment
ADM-015141,239-69-4725,DR-0313,HOSP-005,2023-03-10,2023-03-20,Ovarian Cyst,Gynecology,10,Medium Treatment
ADM-015142,696-11-9362,DR-0242,HOSP-009,2023-03-18,2023-04-06,Hypertension,Cardiology,19,Long Treatment
ADM-015143,477-41-3573,DR-0043,HOSP-007,2023-10-21,2023-10-27,Leukemia,Oncology,6,Medium Treatment
ADM-015144,712-29-6775,DR-0202,HOSP-005,2023-04-03,2023-04-15,Spinal Disc Herniation,Orthopedics,12,Medium Treatment
ADM-015145,706-67-3666,DR-0311,HOSP-003,2022-05-28,2022-06-08,Breast Cancer,Oncology,11,Medium Treatment
ADM-015146,702-87-9981,DR-0089,HOSP-007,2022-06-19,2022-06-27,Melanoma,Dermatology,8,Medium Treatment
ADM-015147,813-72-4109,DR-0340,HOSP-006,2024-01-15,2024-02-07,Tonsillitis,Pediatrics,23,Long Treatment
ADM-015148,963-57-2683,DR-0265,HOSP-008,2024-05-30,2024-06-07,Arthritis,Orthopedics,8,Medium Treatment
ADM-015149,958-36-7402,DR-0332,HOSP-002,2024-03-07,2024-03-16,Asthma,Pediatrics,9,Medium Treatment
ADM-015150,190-57-6400,DR-0052,HOSP-005,2022-11-29,2022-12-21,Bipolar Disorder,Psychiatry,22,Long Treatment
ADM-015151,326-52-4664,DR-0108,HOSP-007,2023-05-31,2023-06-18,Stroke,Neurology,18,Long Treatment
